CLASS,END_D,END_DTSTR,END_T,EXCP,HQ_SEC,IO_CONN_SEC,IO_UNIT,JOB_NAME,JOB_NUM,JQ_SEC,MSO_UNIT,PAGE_IN,PAGE_OUT,PAGE_SWAP,REQUEST_D,REQUEST_T,RQ_SEC,SERV_CLASS,SERV_UNIT,SQ_SEC,SRB_CPU_MS,SRB_CPU_SEC,SRB_UNIT,SSCH,START_D,START_T,SYSTEM,TCB_CPU_MS,TCB_CPU_SEC,TCB_UNIT,TYPE,USER_NAME,START_DT,START_DTSTR,START_SEC,REQUEST_DT,REQUEST_SEC,END_DT,END_SEC,ELAPSED_SEC,CPU_SEC,CPU_MS,QUEUE_SEC,BATCH_DATE
100,2018/8/1,2018-08-01-00.01.44.850,00.01.44.85,148,0,0,695,JN_001,JOB35880,1,503835,0,0,0,118212,8632527,0,BATCH_B,7994809,1,0,0,124,27885,118212,8632610,MS1,10907,10,7490155,JES2,USER1,58:46.1,2018-07-31-23.58.46.000000,1533081526,58:45.3,1533081525,01:44.8,1533081705,178.75,10,10907,2,2018/7/31
100,2018/8/1,2018-08-01-00.01.32.720,00.01.32.72,65147,0,27,293934,JN_002,JOB36624,0,1378323,0,0,0,118213,3065,0,BATCH_D,9057404,9,466,0,320066,41224,118213,3944,MS1,10281,10,7065081,JES2,USER1,00:39.4,2018-08-01-00.00.39.000000,1533081639,00:30.6,1533081631,01:32.7,1533081693,53.27999997,10,10747,9,2018/7/31
100,2018/8/1,2018-08-01-00.02.56.380,00.02.56.38,47312,0,48,190858,JN_002,JOB37496,1,36455354,0,0,0,118213,9319,0,BATCH_D,60935459,1,611,0,426948,43995,118213,9527,MS1,34746,33,23862299,JES2,USER1,01:35.3,2018-08-01-00.01.35.000000,1533081695,01:33.2,1533081693,02:56.4,1533081776,81.1099999,33,35357,2,2018/7/31
100,2018/8/1,2018-08-01-00.04.57.270,00.04.57.27,266848,0,335,1015707,JN_003,JOB35916,0,116290793,0,0,0,118212,8633174,0,BATCH_D,267539339,44,4368,4,3004126,283139,118212,8637595,MS1,214389,202,147228713,JES2,USER1,59:35.9,2018-07-31-23.59.35.000000,1533081576,58:51.7,1533081532,04:57.3,1533081897,321.3200002,206,218757,44,2018/7/31
100,2018/8/1,2018-08-01-00.02.02.810,00.02.02.81,142618,0,148,609758,JN_004,JOB35536,1,43388785,0,0,0,118212,8627724,0,BATCH_D,108738345,24,1820,1,1253149,145878,118212,8630269,MS1,92442,87,63486653,JES2,USER1,58:22.7,2018-07-31-23.58.22.000000,1533081503,57:57.2,1533081477,02:02.8,1533081723,220.1200001,88,94262,25,2018/7/31
100,2018/8/1,2018-08-01-00.03.16.780,00.03.16.78,121152,0,123,525239,JN_005,JOB36347,1,33893595,0,0,0,118212,8638137,0,BATCH_D,84405932,31,1543,1,1064367,127691,118213,1355,MS1,71239,67,48922731,JES2,USER1,00:13.5,2018-08-01-00.00.13.000000,1533081614,59:41.4,1533081581,03:16.8,1533081797,183.2299998,68,72782,32,2018/7/31
100,2018/8/1,2018-08-01-00.05.16.070,00.05.16.07,403,0,0,1680,JN_006,JOB39241,1,2821,0,0,0,118213,31314,0,BATCH_D,75748,1,0,0,855,605,118213,31411,MS1,101,0,70392,JES2,USER1,05:14.1,2018-08-01-00.05.14.000000,1533081914,05:13.1,1533081913,05:16.1,1533081916,1.960000038,0,101,2,2018/7/31
100,2018/8/1,2018-08-01-00.05.55.280,00.05.55.28,98059,0,47,384228,JN_006,JOB39462,0,2829603,0,0,0,118213,32311,0,BATCH_D,12518220,0,757,0,527446,74313,118213,32320,MS1,12771,12,8776943,JES2,USER1,05:23.2,2018-08-01-00.05.23.000000,1533081923,05:23.1,1533081923,05:55.3,1533081955,32.07999992,12,13528,0,2018/7/31
100,2018/8/1,2018-08-01-00.01.35.810,00.01.35.81,94687,0,137,375447,JN_007,JOB35860,0,112434348,0,0,0,118212,8632115,0,BATCH_D,195024017,27,1631,1,1127094,116709,118212,8634815,MS1,118072,111,81087128,JES2,USER1,59:08.1,2018-07-31-23.59.08.000000,1533081548,58:41.1,1533081521,01:35.8,1533081696,147.6599998,112,119703,27,2018/7/31
100,2018/8/1,2018-08-01-00.02.31.430,00.02.31.43,327,0,0,1495,JN_008,JOB37732,1,1942,0,0,0,118213,13367,0,BATCH_A,51347,17,0,0,238,139,118213,15099,MS1,58,0,47672,JES2,USER1,02:31.0,2018-08-01-00.02.30.000000,1533081751,02:13.7,1533081734,02:31.4,1533081751,0.440000057,0,58,18,2018/7/31
100,2018/8/1,2018-08-01-00.02.40.630,00.02.40.63,321,0,0,1465,JN_009,JOB37843,0,1920,0,0,0,118213,15188,0,BATCH_A,52101,8,0,0,239,135,118213,16013,MS1,58,0,48477,JES2,USER1,02:40.1,2018-08-01-00.02.40.000000,1533081760,02:31.9,1533081752,02:40.6,1533081761,0.500000238,0,58,8,2018/7/31
100,2018/8/1,2018-08-01-00.02.25.670,00.02.25.67,52305,0,8,261121,JN_010,JOB35505,0,243941,0,0,0,118212,8627461,0,BATCH_A,10190747,237,131,0,97556,12710,118213,11244,MS1,13950,13,9588129,JES2,USER1,01:52.4,2018-08-01-00.01.52.000000,1533081712,57:54.6,1533081475,02:25.7,1533081746,33.23000002,13,14081,237,2018/7/31
100,2018/8/1,2018-08-01-00.02.40.010,00.02.40.01,19082,0,3,95264,JN_011,JOB37814,0,19168,0,0,0,118213,14594,0,BATCH_A,445406,5,43,0,32789,4948,118213,15189,MS1,422,0,298185,JES2,USER1,02:31.9,2018-08-01-00.02.31.000000,1533081752,02:25.9,1533081746,02:40.0,1533081760,8.120000124,0,465,5,2018/7/31
100,2018/8/1,2018-08-01-00.02.28.850,00.02.28.85,120,0,0,555,JN_012,JOB36608,0,84976,0,0,0,118213,2753,0,BATCH_A,1363462,106,0,0,89,4876,118213,13480,MS1,1849,1,1277842,JES2,USER1,02:14.8,2018-08-01-00.02.14.000000,1533081735,00:27.5,1533081628,02:28.8,1533081749,14.04999995,1,1849,106,2018/7/31
100,2018/8/1,2018-08-01-00.04.26.770,00.04.26.77,278,0,0,1215,JN_013,JOB36604,0,6863,0,0,0,118213,2654,0,BATCH_B,122221,229,0,0,612,1162,118213,25682,MS1,160,0,113531,JES2,USER1,04:16.8,2018-08-01-00.04.16.000000,1533081857,00:26.5,1533081627,04:26.8,1533081867,9.950000048,0,160,229,2018/7/31
100,2018/8/1,2018-08-01-00.05.57.480,00.05.57.48,302,0,0,1335,JN_014,JOB37603,0,5815,0,0,0,118213,10588,0,BATCH_B,100955,249,0,0,644,758,118213,35560,MS1,131,0,93161,JES2,USER1,05:55.6,2018-08-01-00.05.55.000000,1533081956,01:45.9,1533081706,05:57.5,1533081957,1.880000114,0,131,249,2018/7/31
100,2018/8/1,2018-08-01-00.02.14.770,00.02.14.77,1,0,0,0,JN_015,JOB36022,0,16,0,0,0,118212,8634201,0,BATCH_A,1284,191,0,0,0,1,118213,13476,MS1,0,0,1268,JES2,USER1,02:14.8,2018-08-01-00.02.14.000000,1533081735,59:02.0,1533081542,02:14.8,1533081735,0.00999999,0,0,191,2018/7/31
100,2018/8/1,2018-08-01-00.02.12.660,00.02.12.66,1937,0,0,9530,JN_016,JOB35945,0,2522,0,0,0,118212,8634020,0,BATCH_A,73056,191,0,0,2001,883,118213,13168,MS1,72,0,59003,JES2,USER1,02:11.7,2018-08-01-00.02.11.000000,1533081732,59:00.2,1533081540,02:12.7,1533081733,0.980000019,0,72,191,2018/7/31
100,2018/8/1,2018-08-01-00.02.13.670,00.02.13.67,1929,0,0,9490,JN_017,JOB35946,0,2527,0,0,0,118212,8634021,0,BATCH_A,73301,192,0,0,1967,884,118213,13276,MS1,72,0,59317,JES2,USER1,02:12.8,2018-08-01-00.02.12.000000,1533081733,59:00.2,1533081540,02:13.7,1533081734,0.910000086,0,72,192,2018/7/31
100,2018/8/1,2018-08-01-00.05.05.990,00.05.05.99,2709,0,0,13490,JN_018,JOB37521,0,31233,0,0,0,118213,9635,0,BATCH_B,702334,172,14,0,10616,1350,118213,26750,MS1,932,0,646995,JES2,USER1,04:27.5,2018-08-01-00.04.27.000000,1533081868,01:36.3,1533081696,05:06.0,1533081906,38.49000001,0,946,172,2018/7/31
100,2018/8/1,2018-08-01-00.02.43.980,00.02.43.98,1179,0,0,5615,JN_019,JOB36045,0,9323,0,0,0,118212,8634206,0,BATCH_B,429889,211,0,0,5899,2115,118213,15357,MS1,582,0,409052,JES2,USER1,02:33.6,2018-08-01-00.02.33.000000,1533081754,59:02.1,1533081542,02:44.0,1533081764,10.41000009,0,582,211,2018/7/31
100,2018/8/1,2018-08-01-00.02.18.170,00.02.18.17,494,0,0,2390,JN_020,JOB35980,0,45776,0,0,0,118212,8634111,0,BATCH_B,438039,175,0,0,255,2331,118213,11583,MS1,553,0,389618,JES2,USER1,01:55.8,2018-08-01-00.01.55.000000,1533081716,59:01.1,1533081541,02:18.2,1533081738,22.33999968,0,553,175,2018/7/31
100,2018/8/1,2018-08-01-00.02.32.800,00.02.32.80,484,0,0,2340,JN_021,JOB35982,0,59977,0,0,0,118212,8634117,0,BATCH_B,593318,184,0,0,250,2670,118213,12222,MS1,771,0,530751,JES2,USER1,02:02.2,2018-08-01-00.02.02.000000,1533081722,59:01.2,1533081541,02:32.8,1533081753,30.57999992,0,771,184,2018/7/31
100,2018/8/1,2018-08-01-00.01.51.520,00.01.51.52,780,0,0,3820,JN_022,JOB35979,0,42830,0,0,0,118212,8634033,0,BATCH_B,411378,166,0,0,308,2009,118213,10725,MS1,524,0,364420,JES2,USER1,01:47.2,2018-08-01-00.01.47.000000,1533081707,59:00.3,1533081540,01:51.5,1533081712,4.270000219,0,524,166,2018/7/31
100,2018/8/1,2018-08-01-00.01.47.210,00.01.47.21,313,0,0,1485,JN_023,JOB35948,1,7813,0,0,0,118212,8634026,0,BATCH_B,118536,164,0,0,141,444,118213,10552,MS1,145,0,109097,JES2,USER1,01:45.5,2018-08-01-00.01.45.000000,1533081706,59:00.3,1533081540,01:47.2,1533081707,1.689999819,0,145,165,2018/7/31
100,2018/8/1,2018-08-01-00.02.34.180,00.02.34.18,313,0,0,1485,JN_024,JOB36021,0,47474,0,0,0,118212,8634120,0,BATCH_B,588706,199,0,0,137,1877,118213,13945,MS1,771,0,539610,JES2,USER1,02:19.4,2018-08-01-00.02.19.000000,1533081739,59:01.2,1533081541,02:34.2,1533081754,14.73000026,0,771,199,2018/7/31
100,2018/8/1,2018-08-01-00.01.55.560,00.01.55.56,315,0,0,1495,JN_025,JOB35981,0,16226,0,0,0,118212,8634116,0,BATCH_B,216612,171,0,0,143,887,118213,11238,MS1,276,0,198748,JES2,USER1,01:52.4,2018-08-01-00.01.52.000000,1533081712,59:01.2,1533081541,01:55.6,1533081716,3.179999828,0,276,171,2018/7/31
100,2018/8/1,2018-08-01-00.05.55.500,00.05.55.50,2410,0,0,11725,JN_026,JOB35808,0,1119887,0,0,0,118212,8630940,0,BATCH_B,34449665,7,0,0,898,26474,118212,8631767,MS1,48507,48,33317155,JES2,USER1,58:37.7,2018-07-31-23.58.37.000000,1533081518,58:29.4,1533081509,05:55.5,1533081956,437.8299999,48,48507,7,2018/7/31
100,2018/8/1,2018-08-01-00.02.30.580,00.02.30.58,1464,0,0,7040,JN_027,JOB37729,0,7064,0,0,0,118213,13314,0,BATCH_A,128690,15,0,0,1776,714,118213,14927,MS1,160,0,112810,JES2,USER1,02:29.3,2018-08-01-00.02.29.000000,1533081749,02:13.1,1533081733,02:30.6,1533081751,1.309999704,0,160,15,2018/7/31
100,2018/8/1,2018-08-01-00.03.07.710,00.03.07.71,1460,0,0,7020,JN_027,JOB38137,0,4394,0,0,0,118213,18307,0,BATCH_A,113222,1,0,0,1697,700,118213,18644,MS1,145,0,100111,JES2,USER1,03:06.4,2018-08-01-00.03.06.000000,1533081786,03:03.1,1533081783,03:07.7,1533081788,1.269999981,0,145,1,2018/7/31
100,2018/8/1,2018-08-01-00.03.15.570,00.03.15.57,1460,0,0,7020,JN_027,JOB38268,0,4308,0,0,0,118213,19306,0,BATCH_A,110710,0,0,0,1675,700,118213,19427,MS1,131,0,97707,JES2,USER1,03:14.3,2018-08-01-00.03.14.000000,1533081794,03:13.1,1533081793,03:15.6,1533081796,1.299999714,0,131,0,2018/7/31
100,2018/8/1,2018-08-01-00.03.18.120,00.03.18.12,1461,0,0,7025,JN_027,JOB38280,0,4512,0,0,0,118213,19360,0,BATCH_A,118104,1,0,0,1662,701,118213,19685,MS1,145,0,104905,JES2,USER1,03:16.8,2018-08-01-00.03.16.000000,1533081797,03:13.6,1533081794,03:18.1,1533081798,1.269999981,0,145,1,2018/7/31
100,2018/8/1,2018-08-01-00.03.27.100,00.03.27.10,1460,0,0,7020,JN_027,JOB38391,1,4267,0,0,0,118213,20475,0,BATCH_A,110303,0,0,0,1560,700,118213,20587,MS1,131,0,97456,JES2,USER1,03:25.9,2018-08-01-00.03.25.000000,1533081806,03:24.7,1533081805,03:27.1,1533081807,1.229999781,0,131,1,2018/7/31
100,2018/8/1,2018-08-01-00.03.28.880,00.03.28.88,1460,0,0,7020,JN_027,JOB38407,1,4473,0,0,0,118213,20489,0,BATCH_A,114651,0,0,0,1641,700,118213,20760,MS1,145,0,101517,JES2,USER1,03:27.6,2018-08-01-00.03.27.000000,1533081808,03:24.9,1533081805,03:28.9,1533081809,1.28000021,0,145,1,2018/7/31
100,2018/8/1,2018-08-01-00.03.35.330,00.03.35.33,1460,0,0,7020,JN_027,JOB38458,0,4383,0,0,0,118213,21314,0,BATCH_A,113940,0,0,0,1637,700,118213,21406,MS1,145,0,100900,JES2,USER1,03:34.1,2018-08-01-00.03.34.000000,1533081814,03:33.1,1533081813,03:35.3,1533081815,1.269999981,0,145,0,2018/7/31
100,2018/8/1,2018-08-01-00.03.37.900,00.03.37.90,676,0,0,3100,JN_027,JOB38467,0,4664,0,0,0,118213,21359,0,BATCH_A,109288,0,0,0,1651,633,118213,21666,MS1,131,0,99873,JES2,USER1,03:36.7,2018-08-01-00.03.36.000000,1533081817,03:33.6,1533081814,03:37.9,1533081818,1.24000001,0,131,0,2018/7/31
100,2018/8/1,2018-08-01-00.03.46.060,00.03.46.06,1461,0,0,7025,JN_027,JOB38540,0,4422,0,0,0,118213,22317,0,BATCH_A,114162,0,0,0,1716,701,118213,22477,MS1,145,0,100999,JES2,USER1,03:44.8,2018-08-01-00.03.44.000000,1533081825,03:43.2,1533081823,03:46.1,1533081826,1.289999962,0,145,0,2018/7/31
100,2018/8/1,2018-08-01-00.03.48.540,00.03.48.54,1459,0,0,7015,JN_027,JOB38544,0,4298,0,0,0,118213,22389,0,BATCH_A,112211,1,0,0,1665,699,118213,22737,MS1,131,0,99233,JES2,USER1,03:47.4,2018-08-01-00.03.47.000000,1533081827,03:43.9,1533081824,03:48.5,1533081829,1.170000076,0,131,1,2018/7/31
100,2018/8/1,2018-08-01-00.03.51.190,00.03.51.19,1460,0,0,7020,JN_027,JOB38546,0,4274,0,0,0,118213,22471,0,BATCH_A,110118,0,0,0,1656,700,118213,23000,MS1,131,0,97168,JES2,USER1,03:50.0,2018-08-01-00.03.50.000000,1533081830,03:44.7,1533081825,03:51.2,1533081831,1.190000057,0,131,0,2018/7/31
100,2018/8/1,2018-08-01-00.04.10.310,00.04.10.31,1460,0,0,7020,JN_027,JOB38611,0,4407,0,0,0,118213,23320,0,BATCH_A,113767,0,0,0,1631,700,118213,24878,MS1,145,0,100709,JES2,USER1,04:08.8,2018-08-01-00.04.08.000000,1533081849,03:53.2,1533081833,04:10.3,1533081850,1.53000021,0,145,0,2018/7/31
100,2018/8/1,2018-08-01-00.04.12.810,00.04.12.81,1460,0,0,7020,JN_027,JOB38617,0,4254,0,0,0,118213,23376,0,BATCH_A,109625,0,0,0,1677,700,118213,25156,MS1,131,0,96674,JES2,USER1,04:11.6,2018-08-01-00.04.11.000000,1533081852,03:53.8,1533081834,04:12.8,1533081853,1.25,0,131,0,2018/7/31
100,2018/8/1,2018-08-01-00.04.15.560,00.04.15.56,1554,0,0,7490,JN_027,JOB38618,0,5392,0,0,0,118213,23463,0,BATCH_A,130834,0,0,0,2112,848,118213,25414,MS1,160,0,115840,JES2,USER1,04:14.1,2018-08-01-00.04.14.000000,1533081854,03:54.6,1533081835,04:15.6,1533081856,1.419999838,0,160,0,2018/7/31
100,2018/8/1,2018-08-01-00.04.17.210,00.04.17.21,1460,0,0,7020,JN_027,JOB38633,0,4313,0,0,0,118213,24326,0,BATCH_A,110984,0,0,0,1591,700,118213,25597,MS1,131,0,98060,JES2,USER1,04:16.0,2018-08-01-00.04.15.000000,1533081856,04:03.3,1533081843,04:17.2,1533081857,1.24000001,0,131,0,2018/7/31
100,2018/8/1,2018-08-01-00.04.19.650,00.04.19.65,1463,0,0,7035,JN_027,JOB38634,0,4231,0,0,0,118213,24384,0,BATCH_A,109818,0,0,0,1650,703,118213,25849,MS1,131,0,96902,JES2,USER1,04:18.5,2018-08-01-00.04.18.000000,1533081858,04:03.8,1533081844,04:19.6,1533081860,1.160000086,0,131,0,2018/7/31
100,2018/8/1,2018-08-01-00.04.21.450,00.04.21.45,1464,0,0,7040,JN_027,JOB38697,0,4734,0,0,0,118213,25315,0,BATCH_A,130471,0,0,0,1619,703,118213,26002,MS1,160,0,117078,JES2,USER1,04:20.0,2018-08-01-00.04.20.000000,1533081860,04:13.1,1533081853,04:21.4,1533081861,1.429999828,0,160,0,2018/7/31
100,2018/8/1,2018-08-01-00.04.22.990,00.04.22.99,1460,0,0,7020,JN_027,JOB38702,0,4183,0,0,0,118213,25365,0,BATCH_A,108004,0,0,0,1611,700,118213,26171,MS1,131,0,95190,JES2,USER1,04:21.7,2018-08-01-00.04.21.000000,1533081862,04:13.7,1533081854,04:23.0,1533081863,1.279999971,0,131,0,2018/7/31
100,2018/8/1,2018-08-01-00.04.25.570,00.04.25.57,1460,0,0,7020,JN_027,JOB38707,0,4572,0,0,0,118213,25450,0,BATCH_A,122214,0,0,0,1646,700,118213,26423,MS1,145,0,108976,JES2,USER1,04:24.2,2018-08-01-00.04.24.000000,1533081864,04:14.5,1533081855,04:25.6,1533081866,1.339999914,0,145,0,2018/7/31
100,2018/8/1,2018-08-01-00.04.28.050,00.04.28.05,1463,0,0,7035,JN_027,JOB38748,0,4322,0,0,0,118213,26319,0,BATCH_A,111965,0,0,0,1687,703,118213,26682,MS1,131,0,98921,JES2,USER1,04:26.8,2018-08-01-00.04.26.000000,1533081867,04:23.2,1533081863,04:28.0,1533081868,1.230000019,0,131,0,2018/7/31
100,2018/8/1,2018-08-01-00.04.29.500,00.04.29.50,1458,0,0,7010,JN_027,JOB38755,0,4456,0,0,0,118213,26367,0,BATCH_A,117500,1,0,0,1654,698,118213,26819,MS1,145,0,104380,JES2,USER1,04:28.2,2018-08-01-00.04.28.000000,1533081868,04:23.7,1533081864,04:29.5,1533081870,1.309999943,0,145,1,2018/7/31
100,2018/8/1,2018-08-01-00.04.31.930,00.04.31.93,1458,0,0,7010,JN_027,JOB38763,0,4305,0,0,0,118213,26449,0,BATCH_A,111097,0,0,0,1633,700,118213,27079,MS1,131,0,98149,JES2,USER1,04:30.8,2018-08-01-00.04.30.000000,1533081871,04:24.5,1533081864,04:31.9,1533081872,1.139999628,0,131,0,2018/7/31
100,2018/8/1,2018-08-01-00.04.35.860,00.04.35.86,1456,0,0,7000,JN_027,JOB38838,0,4362,0,0,0,118213,27359,0,BATCH_A,113426,0,0,0,1618,698,118213,27456,MS1,145,0,100446,JES2,USER1,04:34.6,2018-08-01-00.04.34.000000,1533081875,04:33.6,1533081874,04:35.9,1533081876,1.299999952,0,145,0,2018/7/31
100,2018/8/1,2018-08-01-00.04.38.070,00.04.38.07,1515,0,0,7295,JN_027,JOB38845,0,4977,0,0,0,118213,27460,0,BATCH_A,123719,0,0,0,1877,788,118213,27677,MS1,145,0,109570,JES2,USER1,04:36.8,2018-08-01-00.04.36.000000,1533081877,04:34.6,1533081875,04:38.1,1533081878,1.300000191,0,145,0,2018/7/31
100,2018/8/1,2018-08-01-00.04.44.810,00.04.44.81,1457,0,0,7005,JN_027,JOB38865,0,4392,0,0,0,118213,28325,0,BATCH_A,113768,0,0,0,1671,699,118213,28362,MS1,145,0,100700,JES2,USER1,04:43.6,2018-08-01-00.04.43.000000,1533081884,04:43.2,1533081883,04:44.8,1533081885,1.190000057,0,145,0,2018/7/31
100,2018/8/1,2018-08-01-00.04.47.440,00.04.47.44,1456,0,0,7000,JN_027,JOB38869,0,4195,0,0,0,118213,28371,0,BATCH_A,107039,0,0,0,1614,698,118213,28619,MS1,131,0,94230,JES2,USER1,04:46.2,2018-08-01-00.04.46.000000,1533081886,04:43.7,1533081884,04:47.4,1533081887,1.25,0,131,0,2018/7/31
100,2018/8/1,2018-08-01-00.04.56.900,00.04.56.90,670,0,0,3070,JN_027,JOB38898,0,4505,0,0,0,118213,29322,0,BATCH_A,105636,0,0,0,1579,629,118213,29566,MS1,131,0,96482,JES2,USER1,04:55.7,2018-08-01-00.04.55.000000,1533081896,04:53.2,1533081893,04:56.9,1533081897,1.24000001,0,131,0,2018/7/31
100,2018/8/1,2018-08-01-00.04.58.850,00.04.58.85,681,0,0,3125,JN_027,JOB38899,0,4516,0,0,0,118213,29371,0,BATCH_A,107545,0,0,0,1590,656,118213,29766,MS1,131,0,98314,JES2,USER1,04:57.7,2018-08-01-00.04.57.000000,1533081898,04:53.7,1533081894,04:58.9,1533081899,1.189999819,0,131,0,2018/7/31
100,2018/8/1,2018-08-01-00.05.01.960,00.05.01.96,674,0,0,3090,JN_027,JOB38906,0,4779,0,0,0,118213,29456,0,BATCH_A,112080,0,0,0,1612,633,118213,30059,MS1,145,0,102599,JES2,USER1,05:00.6,2018-08-01-00.05.00.000000,1533081901,04:54.6,1533081895,05:02.0,1533081902,1.369999886,0,145,0,2018/7/31
200,2018/8/1,2018-08-01-04.51.43.960,04.51.43.96,105070,0,24,522640,JN_028,JOB55317,0,847524,0,0,0,118213,1739181,0,BATCH_B,13043010,0,990,0,681945,30919,118213,1739238,MS1,16004,15,10990901,JES2,USER1,49:52.4,2018-08-01-04.49.52.000000,1533098992,49:51.8,1533098992,51:44.0,1533099104,111.5799999,15,16994,0,2018/7/31
200,2018/8/1,2018-08-01-00.05.20.980,00.05.20.98,95209,0,15,471550,JN_029,JOB37870,0,6135706,0,0,0,118213,15508,0,BATCH_D,31205918,1,1033,0,710898,50439,118213,15691,MS1,34775,29,23887764,JES2,USER1,02:36.9,2018-08-01-00.02.36.000000,1533081757,02:35.1,1533081755,05:21.0,1533081921,164.0699999,29,35808,1,2018/7/31
200,2018/8/1,2018-08-01-00.05.40.360,00.05.40.36,104975,0,17,518131,JN_030,JOB37837,1,5388976,0,0,0,118213,14944,0,BATCH_D,32473034,1,859,0,599657,49859,118213,15224,MS1,37804,35,25966270,JES2,USER1,02:32.2,2018-08-01-00.02.32.000000,1533081752,02:29.4,1533081749,05:40.4,1533081940,188.1199999,35,38663,2,2018/7/31
200,2018/8/1,2018-08-01-00.04.42.050,00.04.42.05,51024,0,8,254415,JN_031,JOB38243,1,2113091,0,0,0,118213,19106,0,BATCH_D,21164328,0,1601,1,1106857,18709,118213,19250,MS1,25746,18,17689965,JES2,USER1,03:12.5,2018-08-01-00.03.12.000000,1533081793,03:11.1,1533081791,04:42.0,1533081882,89.54999995,19,27347,1,2018/7/31
200,2018/8/1,2018-08-01-00.02.03.300,00.02.03.30,144344,0,23,716305,JN_032,JOB35726,1,5596235,0,0,0,118212,8629793,0,BATCH_D,31932363,11,1485,1,1024469,61211,118212,8630957,MS1,35809,32,24595354,JES2,USER1,58:29.6,2018-07-31-23.58.29.000000,1533081510,58:17.9,1533081498,02:03.3,1533081723,213.73,33,37294,12,2018/7/31
200,2018/8/1,2018-08-01-00.03.03.120,00.03.03.12,28783,0,3,143797,JN_033,JOB37728,0,839645,0,0,0,118213,13310,0,BATCH_D,4135231,1,43,0,34523,14983,118213,13480,MS1,4528,4,3117266,JES2,USER1,02:14.8,2018-08-01-00.02.14.000000,1533081735,02:13.1,1533081733,03:03.1,1533081783,48.31999993,4,4571,1,2018/7/31
200,2018/8/1,2018-08-01-00.05.44.300,00.05.44.30,87295,0,26,436391,JN_034,JOB37709,0,12280521,0,0,0,118213,12657,0,BATCH_D,42540430,1,422,0,292001,66384,118213,12738,MS1,43003,43,29531517,JES2,USER1,02:07.4,2018-08-01-00.02.07.000000,1533081727,02:06.6,1533081727,05:44.3,1533081944,216.9199998,43,43425,1,2018/7/31
